transaction_id,timestamp,customer_id,merchant_id,amount,country,mcc,channel,device_id,label
14976,2024-02-16T21:38:00,365,952,29.5,DE,5814,POS,d7382,0
14977,2024-02-16T21:42:00,1037,112,34.57,DE,5814,POS,d3922,0
14978,2024-02-16T21:47:00,2885,720,21.57,SG,5411,ECOM,d1467,0
14979,2024-02-16T21:55:00,5263,702,33.74,SG,4789,POS,d979,0
14980,2024-02-16T21:57:00,3619,742,25.05,US,4789,ECOM,d6297,0
14981,2024-02-16T22:01:00,510,672,14.75,US,5411,ECOM,d1483,0
14982,2024-02-16T22:04:00,3226,399,27.04,DE,5732,POS,d4031,0
14983,2024-02-16T22:13:00,274,411,16.07,AE,5942,POS,d6268,0
14984,2024-02-16T22:22:00,1241,361,32.56,IN,5411,ECOM,d7689,0
14985,2024-02-16T22:23:00,4425,582,15.15,DE,5732,ECOM,d3079,0
14986,2024-02-16T22:31:00,367,201,37.59,SG,5732,ECOM,d3970,0
14987,2024-02-16T22:40:00,59,84,17.0,AE,5411,POS,d7166,0
14988,2024-02-16T22:40:00,3246,916,9.66,AE,4789,POS,d116,0
14989,2024-02-16T22:45:00,2788,287,39.97,SG,5814,POS,d2760,0
14990,2024-02-16T22:53:00,4588,241,16.81,IN,5942,ECOM,d7452,0
14991,2024-02-16T23:01:00,5165,1143,61.85,SG,5942,ECOM,d5079,0
14992,2024-02-16T23:02:00,5816,0,32.27,SG,5411,POS,d7608,0
14993,2024-02-16T23:02:00,1169,627,34.63,IN,5814,ECOM,d7865,0
14994,2024-02-16T23:04:00,4354,85,49.36,AE,5814,POS,d6147,0
14995,2024-02-16T23:09:00,3001,686,23.48,GB,5732,POS,d1956,0
14996,2024-02-16T23:10:00,2617,536,36.67,GB,5411,POS,d2611,0
14997,2024-02-16T23:17:00,3365,442,23.07,DE,5411,POS,d2437,0
14998,2024-02-16T23:25:00,730,589,7.62,IN,5732,POS,d2616,0
14999,2024-02-16T23:30:00,1503,665,30.8,SG,5411,POS,d7868,0
15000,2024-02-16T23:39:00,5027,839,19.92,AE,5942,POS,d6310,0
15001,2024-02-16T23:45:00,5760,931,34.38,DE,5411,ATM,d6624,0
15002,2024-02-16T23:52:00,1884,1191,12.95,GB,5999,POS,d4945,0
15003,2024-02-16T23:57:00,3906,1107,17.56,IN,5999,POS,d4002,0
15004,2024-02-16T23:58:00,3943,125,45.67,IN,5814,POS,d668,0
15005,2024-02-17T00:07:00,4068,500,44.98,US,5814,POS,d6056,0
15006,2024-02-17T00:12:00,4432,804,84.72,IN,5999,POS,d7230,0
15007,2024-02-17T00:16:00,3319,424,49.85,GB,5411,ECOM,d1279,0
15008,2024-02-17T00:22:00,445,624,20.8,IN,5732,POS,d883,0
15009,2024-02-17T00:27:00,354,762,68.56,IN,4789,POS,d2169,0
15010,2024-02-17T00:30:00,5860,652,8.7,DE,4789,ECOM,d3852,1
15011,2024-02-17T00:30:00,4287,471,44.89,IN,5411,ATM,d4610,0
15012,2024-02-17T00:31:00,5645,754,10.07,AE,5999,POS,d1309,0
15013,2024-02-17T00:35:00,1163,911,63.4,AE,5999,POS,d7970,0
15014,2024-02-17T00:40:00,2502,1122,29.63,GB,5411,POS,d2027,0
15015,2024-02-17T00:46:00,3963,314,76.74,SG,5732,POS,d6125,0
15016,2024-02-17T00:49:00,5049,539,60.62,IN,5411,POS,d5507,0
15017,2024-02-17T00:50:00,3129,587,140.66,DE,5814,POS,d4691,0
15018,2024-02-17T00:51:00,4377,469,15.02,GB,5732,ATM,d5103,0
15019,2024-02-17T00:57:00,2947,750,36.57,SG,5411,POS,d6391,0
15020,2024-02-17T00:59:00,2088,268,33.34,US,5732,POS,d4615,0
15021,2024-02-17T01:00:00,5975,966,57.23,AE,5411,ATM,d1731,0
15022,2024-02-17T01:03:00,1148,241,34.07,IN,5942,POS,d2945,0
15023,2024-02-17T01:05:00,4299,601,27.23,US,5814,POS,d7617,0
15024,2024-02-17T01:10:00,73,902,245.24,IN,5411,ECOM,d853,0
15025,2024-02-17T01:12:00,5576,406,133.35,GB,4789,ECOM,d4443,0
15026,2024-02-17T01:14:00,589,217,22.55,GB,5411,ECOM,d1874,0
15027,2024-02-17T01:22:00,5209,476,48.07,IN,5411,POS,d6262,0
15028,2024-02-17T01:27:00,2582,1162,15.94,DE,5814,POS,d1252,0
15029,2024-02-17T01:27:00,1619,128,25.44,AE,5732,POS,d2657,0
15030,2024-02-17T01:34:00,3444,885,13.65,DE,5732,ECOM,d7238,0
15031,2024-02-17T01:37:00,2622,1172,28.14,SG,5411,ATM,d4747,0
15032,2024-02-17T01:39:00,5418,262,141.75,US,5411,POS,d7840,0
15033,2024-02-17T01:40:00,2135,990,30.42,IN,5814,ECOM,d1555,0
15034,2024-02-17T01:40:00,3365,397,92.12,GB,5814,POS,d953,0
15035,2024-02-17T01:43:00,2901,994,27.44,US,5732,POS,d5300,0
15036,2024-02-17T01:43:00,4138,401,13.88,SG,5942,ECOM,d6743,0
15037,2024-02-17T01:44:00,4357,891,9.57,IN,5942,POS,d7183,0
15038,2024-02-17T01:52:00,1304,1014,115.34,US,5814,POS,d5246,0
15039,2024-02-17T01:54:00,1738,504,25.95,GB,5814,ECOM,d552,0
15040,2024-02-17T01:55:00,156,474,74.36,AE,5732,ECOM,d1863,0
15041,2024-02-17T01:59:00,2615,314,22.67,SG,5732,POS,d5675,0
15042,2024-02-17T02:04:00,2372,841,91.04,GB,4789,ECOM,d1693,0
15043,2024-02-17T02:09:00,164,507,15.7,GB,5999,POS,d7010,0
15044,2024-02-17T02:09:00,1746,1100,21.52,US,5411,POS,d6684,0
15045,2024-02-17T02:09:00,1429,254,8.15,DE,5411,POS,d6499,0
15046,2024-02-17T02:11:00,506,774,31.2,IN,5999,POS,d2234,0
15047,2024-02-17T02:14:00,4553,957,19.17,US,5814,ECOM,d2146,0
15048,2024-02-17T02:21:00,4445,15,25.95,DE,5411,POS,d6792,0
15049,2024-02-17T02:29:00,1545,124,44.83,US,5814,POS,d7905,0
15050,2024-02-17T02:31:00,3854,987,12.96,IN,5942,POS,d2285,0
15051,2024-02-17T02:35:00,1995,174,45.86,IN,5999,POS,d6106,0
15052,2024-02-17T02:38:00,3029,170,32.6,AE,5814,POS,d324,0
15053,2024-02-17T02:45:00,5525,28,96.06,SG,5411,POS,d6962,0
15054,2024-02-17T02:49:00,1087,43,31.75,DE,5814,POS,d249,0
15055,2024-02-17T02:55:00,4773,226,22.56,US,5411,POS,d1765,0
15056,2024-02-17T03:02:00,2668,292,28.65,GB,5411,POS,d6825,0
15057,2024-02-17T03:08:00,5375,112,35.98,DE,5814,ECOM,d4514,0
15058,2024-02-17T03:08:00,3124,984,56.54,US,5999,POS,d5469,0
15059,2024-02-17T03:09:00,1783,546,38.68,AE,5814,POS,d3644,0
15060,2024-02-17T03:13:00,2604,384,33.39,DE,5814,ECOM,d7302,0
15061,2024-02-17T03:13:00,3070,975,45.35,SG,5942,POS,d4719,0
15062,2024-02-17T03:15:00,784,88,35.58,AE,5999,POS,d1517,1
15063,2024-02-17T03:18:00,814,90,8.41,GB,5999,POS,d3988,0
15064,2024-02-17T03:27:00,993,939,31.01,DE,5814,POS,d951,0
15065,2024-02-17T03:33:00,5113,277,78.2,US,5814,ECOM,d6321,0
15066,2024-02-17T03:33:00,699,1190,40.32,AE,5732,ECOM,d4526,0
15067,2024-02-17T03:40:00,2150,318,21.46,US,5814,POS,d6565,0
15068,2024-02-17T03:48:00,3401,199,38.63,IN,5411,POS,d1005,0
15069,2024-02-17T03:53:00,4149,865,30.56,IN,5411,POS,d929,0
15070,2024-02-17T03:56:00,4963,517,7.3,GB,5732,POS,d2161,0
15071,2024-02-17T04:02:00,5969,1116,82.73,SG,5999,ECOM,d3056,0
15072,2024-02-17T04:11:00,2963,121,4.19,SG,5814,ECOM,d3365,0
15073,2024-02-17T04:20:00,4722,330,46.29,DE,5411,ATM,d1186,0
15074,2024-02-17T04:21:00,5708,19,33.77,DE,5814,ECOM,d1440,0
15075,2024-02-17T04:22:00,5794,895,15.56,GB,5732,POS,d6114,0
15076,2024-02-17T04:31:00,2857,21,14.27,AE,5814,ECOM,d3387,0
15077,2024-02-17T04:39:00,5433,959,43.6,GB,4789,ECOM,d6842,0
15078,2024-02-17T04:39:00,4962,1164,15.38,SG,5732,ECOM,d1921,0
15079,2024-02-17T04:46:00,195,957,18.33,US,5814,POS,d2225,0
15080,2024-02-17T04:51:00,4856,426,8.87,SG,5999,POS,d1050,0
15081,2024-02-17T04:52:00,4712,1186,80.3,US,5732,POS,d1112,0
15082,2024-02-17T04:59:00,1191,922,12.48,IN,5999,POS,d2138,0
15083,2024-02-17T05:04:00,2830,486,60.32,US,5732,ECOM,d4589,0
15084,2024-02-17T05:13:00,10,1181,43.18,US,5814,POS,d5213,0
15085,2024-02-17T05:14:00,4333,452,154.32,DE,5814,ECOM,d3892,0
15086,2024-02-17T05:23:00,2187,912,143.61,AE,5411,ATM,d1395,0
15087,2024-02-17T05:23:00,652,857,30.83,GB,4789,ECOM,d2125,0
15088,2024-02-17T05:28:00,1222,97,42.71,US,5411,POS,d3125,0
15089,2024-02-17T05:34:00,4960,400,143.76,IN,5732,POS,d4775,0
15090,2024-02-17T05:37:00,4892,542,10.48,IN,5732,ECOM,d2509,0
15091,2024-02-17T05:39:00,5366,941,30.02,GB,5814,ECOM,d6446,0
15092,2024-02-17T05:45:00,5293,122,17.59,DE,5814,ECOM,d763,0
15093,2024-02-17T05:47:00,1301,1105,174.45,DE,5999,POS,d1306,0
15094,2024-02-17T05:47:00,3197,26,37.25,US,5732,POS,d452,0
15095,2024-02-17T05:49:00,5274,741,90.89,DE,5814,ECOM,d7484,0
15096,2024-02-17T05:50:00,5419,334,29.98,AE,5732,POS,d437,0
15097,2024-02-17T05:56:00,2293,988,15.51,US,5732,POS,d416,0
15098,2024-02-17T06:02:00,4498,755,39.93,DE,5814,ECOM,d1854,0
15099,2024-02-17T06:06:00,3499,902,42.96,IN,5411,POS,d5389,0
15100,2024-02-17T06:12:00,1959,644,62.62,AE,5999,ECOM,d6011,0
15101,2024-02-17T06:13:00,1370,568,64.76,DE,5999,ECOM,d1403,0
15102,2024-02-17T06:19:00,1639,81,43.1,GB,4789,POS,d1674,0
15103,2024-02-17T06:22:00,3160,822,12.29,GB,5814,POS,d3005,0
15104,2024-02-17T06:24:00,1343,341,11.58,DE,5999,ATM,d4936,0
15105,2024-02-17T06:25:00,1775,242,8.45,SG,5732,POS,d6289,0
15106,2024-02-17T06:26:00,2171,596,47.22,AE,5411,ECOM,d6321,0
15107,2024-02-17T06:26:00,5000,595,40.92,SG,5942,POS,d5613,0
15108,2024-02-17T06:30:00,327,986,9.71,SG,5411,POS,d228,0
15109,2024-02-17T06:35:00,3363,790,36.29,IN,5814,POS,d2561,0
15110,2024-02-17T06:38:00,5359,111,88.33,IN,4789,POS,d5089,0
15111,2024-02-17T06:43:00,1617,436,139.68,GB,5411,ATM,d7131,0
15112,2024-02-17T06:46:00,4529,607,36.83,IN,5411,POS,d7556,0
15113,2024-02-17T06:50:00,96,1092,20.75,DE,5814,ECOM,d6920,0
15114,2024-02-17T06:58:00,1454,137,10.02,US,5999,POS,d1870,0
15115,2024-02-17T07:07:00,879,547,31.99,IN,5732,POS,d2376,0
15116,2024-02-17T07:13:00,1823,375,40.93,US,5411,POS,d3039,0
15117,2024-02-17T07:13:00,3594,593,64.57,AE,5999,POS,d1928,0
15118,2024-02-17T07:15:00,1978,891,5.17,IN,5942,POS,d2424,0
15119,2024-02-17T07:20:00,367,742,136.91,US,4789,POS,d5850,0
15120,2024-02-17T07:29:00,1290,239,102.48,IN,4789,POS,d2584,0
15121,2024-02-17T07:38:00,5107,572,146.47,AE,5732,ATM,d2849,0
15122,2024-02-17T07:47:00,4900,978,42.93,US,5411,POS,d2697,0
15123,2024-02-17T07:53:00,1781,712,14.38,GB,5814,POS,d7812,0
15124,2024-02-17T08:01:00,423,323,35.02,SG,5999,ECOM,d407,0
15125,2024-02-17T08:02:00,1375,1198,60.37,IN,5814,POS,d1447,0
15126,2024-02-17T08:10:00,1681,67,19.9,IN,5999,POS,d3799,0
15127,2024-02-17T08:16:00,1897,764,51.89,GB,5411,ECOM,d213,0
15128,2024-02-17T08:21:00,4638,475,28.58,AE,5999,POS,d5024,0
15129,2024-02-17T08:29:00,1345,933,21.6,US,5411,ECOM,d882,1
15130,2024-02-17T08:31:00,829,1015,312.66,IN,4789,POS,d5466,0
15131,2024-02-17T08:36:00,4402,952,101.5,DE,5814,ECOM,d7322,1
15132,2024-02-17T08:40:00,5315,597,16.87,US,4789,POS,d775,0
15133,2024-02-17T08:47:00,621,538,12.03,US,5732,POS,d3604,0
15134,2024-02-17T08:50:00,4211,1011,72.29,IN,5732,ECOM,d3811,0
15135,2024-02-17T08:54:00,1601,759,15.7,GB,5732,POS,d29,0
15136,2024-02-17T08:58:00,2180,949,22.57,IN,5411,ECOM,d1230,0
15137,2024-02-17T09:00:00,4912,880,42.74,AE,5999,ECOM,d6938,0
15138,2024-02-17T09:00:00,5510,573,85.09,SG,5732,ECOM,d3805,0
15139,2024-02-17T09:07:00,1639,623,95.2,DE,5411,ECOM,d244,0
15140,2024-02-17T09:10:00,4951,180,13.85,AE,5814,POS,d2377,0
15141,2024-02-17T09:13:00,5751,305,8.66,GB,4789,POS,d4487,0
15142,2024-02-17T09:21:00,4641,140,55.17,GB,5999,ECOM,d7810,0
15143,2024-02-17T09:24:00,2046,1141,61.36,AE,5999,ECOM,d51,0
15144,2024-02-17T09:26:00,4816,1119,71.24,US,5814,POS,d2361,0
15145,2024-02-17T09:29:00,120,308,56.9,DE,5942,POS,d1913,0
15146,2024-02-17T09:30:00,3506,910,13.43,DE,5732,ECOM,d2660,0
15147,2024-02-17T09:34:00,1544,525,25.54,IN,5942,POS,d7981,0
15148,2024-02-17T09:37:00,4050,566,4.58,GB,5732,POS,d1580,0
15149,2024-02-17T09:44:00,2334,526,10.31,GB,5814,ECOM,d6369,0
15150,2024-02-17T09:51:00,3899,1053,28.75,US,5411,POS,d2411,0
15151,2024-02-17T10:00:00,815,584,45.3,DE,5411,ECOM,d865,0
15152,2024-02-17T10:02:00,2983,392,31.4,GB,5942,ECOM,d5540,0
15153,2024-02-17T10:04:00,561,324,70.11,DE,5814,POS,d981,0
15154,2024-02-17T10:10:00,4365,613,160.57,AE,5732,POS,d1584,0
15155,2024-02-17T10:15:00,5922,203,7.91,US,5814,POS,d7381,0
15156,2024-02-17T10:17:00,2967,905,66.61,GB,5732,ECOM,d2891,0
15157,2024-02-17T10:22:00,4226,597,35.61,US,4789,POS,d2526,0
15158,2024-02-17T10:30:00,3672,1142,23.83,IN,4789,ECOM,d1641,0
15159,2024-02-17T10:34:00,1968,710,35.79,DE,5814,POS,d351,0
15160,2024-02-17T10:43:00,1622,1005,88.11,SG,5942,ECOM,d6589,0
15161,2024-02-17T10:43:00,2984,201,38.44,SG,5732,POS,d5459,0
15162,2024-02-17T10:46:00,5420,70,63.52,GB,5814,POS,d2900,0
15163,2024-02-17T10:50:00,4297,335,14.46,GB,5732,ECOM,d1365,1
15164,2024-02-17T10:54:00,5255,108,9.27,US,5732,POS,d3037,0
15165,2024-02-17T11:03:00,3093,272,38.98,US,5814,POS,d1000,0
15166,2024-02-17T11:03:00,1616,967,59.46,AE,5732,POS,d317,0
15167,2024-02-17T11:04:00,332,609,46.66,AE,5732,ECOM,d2912,0
15168,2024-02-17T11:11:00,4376,63,23.63,GB,4789,POS,d772,0
15169,2024-02-17T11:19:00,793,375,41.6,US,5411,POS,d6099,0
15170,2024-02-17T11:27:00,984,864,32.8,US,5942,POS,d6047,0
15171,2024-02-17T11:31:00,3722,79,26.5,GB,5999,POS,d1913,0
15172,2024-02-17T11:36:00,2740,19,96.83,DE,5814,ECOM,d2832,0
15173,2024-02-17T11:38:00,5005,706,21.24,GB,5411,ATM,d4720,0
15174,2024-02-17T11:42:00,403,1043,23.66,GB,5732,POS,d7180,0
15175,2024-02-17T11:47:00,1577,697,24.6,GB,5411,POS,d3785,0
15176,2024-02-17T11:51:00,4707,945,66.94,DE,5814,POS,d5557,0
15177,2024-02-17T11:51:00,3679,650,80.35,GB,5999,POS,d6685,0
15178,2024-02-17T11:53:00,172,930,99.57,GB,5411,ECOM,d1676,0
15179,2024-02-17T11:55:00,1742,551,367.82,AE,5732,POS,d133,0
15180,2024-02-17T11:56:00,2728,715,50.28,DE,5411,ECOM,d1081,0
15181,2024-02-17T11:57:00,4055,1101,29.68,DE,5999,POS,d5349,0
15182,2024-02-17T12:02:00,4374,443,29.76,US,5411,POS,d1461,0
15183,2024-02-17T12:04:00,4952,154,18.49,SG,5814,POS,d6943,0
15184,2024-02-17T12:08:00,5674,537,43.74,IN,5411,ECOM,d6784,0
15185,2024-02-17T12:14:00,2684,683,17.15,DE,5411,POS,d5424,0
15186,2024-02-17T12:14:00,1580,547,36.11,IN,5732,POS,d6135,0
15187,2024-02-17T12:18:00,5918,887,46.43,AE,5411,POS,d439,0
15188,2024-02-17T12:22:00,5260,928,8.54,IN,5814,POS,d4607,0
15189,2024-02-17T12:30:00,3348,700,38.26,DE,5999,POS,d6876,0
15190,2024-02-17T12:31:00,5976,1059,20.55,IN,5999,POS,d4177,0
15191,2024-02-17T12:36:00,2339,758,80.48,AE,5814,POS,d700,0
15192,2024-02-17T12:39:00,289,784,26.34,DE,5411,POS,d4055,0
15193,2024-02-17T12:39:00,1961,894,93.2,SG,4789,ECOM,d7447,0
15194,2024-02-17T12:42:00,2304,557,13.97,AE,5942,POS,d397,0
15195,2024-02-17T12:47:00,3726,168,16.25,DE,4789,POS,d6863,0
15196,2024-02-17T12:53:00,4150,1110,150.09,IN,5814,POS,d2464,0
15197,2024-02-17T12:59:00,722,1163,25.88,SG,5814,POS,d2732,0
15198,2024-02-17T13:05:00,2499,777,43.41,DE,5942,POS,d1598,0
15199,2024-02-17T13:07:00,951,629,64.26,AE,5942,POS,d4916,0
15200,2024-02-17T13:14:00,2569,104,42.88,IN,5999,ECOM,d3934,0
15201,2024-02-17T13:21:00,816,1175,30.92,DE,5814,POS,d760,0
15202,2024-02-17T13:21:00,2203,496,27.73,GB,5999,ECOM,d999,0
15203,2024-02-17T13:26:00,4665,483,13.78,US,5411,POS,d1384,0
15204,2024-02-17T13:27:00,3400,554,33.77,SG,4789,POS,d7508,0
15205,2024-02-17T13:28:00,3295,1144,59.0,DE,5732,ECOM,d4522,0
15206,2024-02-17T13:37:00,3062,456,81.08,US,4789,POS,d6995,0
15207,2024-02-17T13:37:00,4732,10,98.18,IN,5732,POS,d712,0
15208,2024-02-17T13:40:00,2237,763,28.97,DE,4789,ATM,d4741,0
15209,2024-02-17T13:40:00,4144,1175,21.98,DE,5814,ECOM,d2478,0
15210,2024-02-17T13:40:00,5454,137,14.77,US,5999,POS,d218,0
15211,2024-02-17T13:47:00,242,288,12.91,US,5732,POS,d6722,0
15212,2024-02-17T13:54:00,1483,642,41.66,US,5732,POS,d586,0
15213,2024-02-17T14:03:00,468,609,92.03,AE,5732,POS,d1682,0
15214,2024-02-17T14:11:00,3339,27,35.2,SG,5999,ECOM,d6640,0
15215,2024-02-17T14:15:00,4754,1089,54.41,US,5814,POS,d6276,0
15216,2024-02-17T14:22:00,497,1179,72.47,SG,5732,POS,d4260,0
15217,2024-02-17T14:29:00,343,232,9.98,GB,5814,ECOM,d4367,0
15218,2024-02-17T14:31:00,1241,174,31.54,IN,5999,POS,d4754,0
15219,2024-02-17T14:34:00,707,263,53.88,SG,5814,ECOM,d6207,0
15220,2024-02-17T14:36:00,558,1080,56.28,US,5942,POS,d276,0
15221,2024-02-17T14:41:00,1869,623,19.49,DE,5411,ECOM,d2102,1
15222,2024-02-17T14:41:00,1033,934,5.6,DE,5814,ECOM,d6397,0
15223,2024-02-17T14:42:00,4204,1132,47.76,AE,5814,POS,d7846,0
15224,2024-02-17T14:51:00,4515,984,49.25,US,5999,POS,d4093,0
15225,2024-02-17T14:55:00,522,520,162.68,IN,5814,POS,d4941,0
15226,2024-02-17T15:00:00,899,1018,47.56,DE,5732,POS,d2540,0
15227,2024-02-17T15:09:00,1882,912,71.21,AE,5411,ATM,d6927,0
15228,2024-02-17T15:18:00,3914,59,22.96,US,5814,POS,d970,0
15229,2024-02-17T15:19:00,4187,151,27.23,SG,5814,ECOM,d4120,0
15230,2024-02-17T15:20:00,5402,333,127.21,SG,5732,POS,d5276,0
15231,2024-02-17T15:20:00,3736,531,85.7,DE,5732,ECOM,d5673,0
15232,2024-02-17T15:24:00,1545,1142,36.92,IN,4789,POS,d1345,0
15233,2024-02-17T15:28:00,2377,247,8.17,GB,5814,ECOM,d5114,0
15234,2024-02-17T15:30:00,3221,663,76.63,DE,5411,POS,d5177,0
15235,2024-02-17T15:35:00,2941,102,56.59,IN,5942,ECOM,d1411,0
15236,2024-02-17T15:35:00,3511,294,24.67,AE,5411,POS,d186,0
15237,2024-02-17T15:40:00,2065,17,18.95,AE,4789,POS,d3100,0
15238,2024-02-17T15:41:00,5699,956,19.45,GB,5814,POS,d2040,0
15239,2024-02-17T15:41:00,2767,989,33.46,DE,5814,POS,d1333,0
15240,2024-02-17T15:50:00,2702,428,29.12,DE,5732,ATM,d5342,0
15241,2024-02-17T15:56:00,4876,1162,37.6,DE,5814,POS,d3512,0
15242,2024-02-17T16:05:00,5128,114,77.14,SG,5732,POS,d6490,0
15243,2024-02-17T16:12:00,1909,592,133.12,US,5999,ATM,d3936,0
15244,2024-02-17T16:13:00,5128,526,49.12,GB,5814,POS,d2579,0
15245,2024-02-17T16:13:00,728,482,17.74,IN,5732,POS,d2591,0
15246,2024-02-17T16:20:00,5973,282,38.98,AE,5814,POS,d727,0
15247,2024-02-17T16:20:00,3641,427,12.95,SG,5814,POS,d7024,0
15248,2024-02-17T16:25:00,2172,177,33.03,GB,5999,ECOM,d1351,0
15249,2024-02-17T16:34:00,3400,104,62.74,IN,5999,POS,d4627,0
15250,2024-02-17T16:41:00,1186,73,76.91,DE,5814,ECOM,d291,0
15251,2024-02-17T16:49:00,4827,782,15.08,SG,5942,POS,d4598,0
15252,2024-02-17T16:53:00,4015,254,28.42,DE,5411,ECOM,d4290,0
15253,2024-02-17T16:54:00,1108,262,3.64,US,5411,ATM,d6709,0
15254,2024-02-17T16:57:00,5248,395,44.46,IN,4789,POS,d6772,0
15255,2024-02-17T17:05:00,3812,565,16.15,GB,5814,POS,d746,0
15256,2024-02-17T17:14:00,425,742,59.84,US,4789,POS,d3099,0
15257,2024-02-17T17:16:00,3473,924,18.27,US,5411,POS,d4215,0
15258,2024-02-17T17:19:00,1034,1124,25.75,IN,4789,POS,d3294,0
15259,2024-02-17T17:24:00,3600,406,12.93,GB,4789,POS,d7517,0
15260,2024-02-17T17:28:00,835,325,20.88,GB,5411,ECOM,d304,0
15261,2024-02-17T17:30:00,1833,375,87.01,US,5411,POS,d1740,0
15262,2024-02-17T17:30:00,1855,202,22.14,AE,5999,ECOM,d7098,0
15263,2024-02-17T17:31:00,369,847,7.17,AE,5814,POS,d1067,0
15264,2024-02-17T17:31:00,5689,207,11.85,DE,5942,POS,d2125,0
15265,2024-02-17T17:32:00,5814,598,76.99,GB,5732,POS,d6085,0
15266,2024-02-17T17:40:00,2773,792,4.08,GB,5411,ECOM,d7699,0
15267,2024-02-17T17:43:00,4385,895,55.87,GB,5732,ECOM,d3816,0
15268,2024-02-17T17:43:00,5529,281,42.84,US,5732,POS,d1596,0
15269,2024-02-17T17:43:00,2665,249,3.59,IN,5942,POS,d6752,0
15270,2024-02-17T17:50:00,1267,946,87.77,AE,5999,ECOM,d2857,0
15271,2024-02-17T17:50:00,4219,1064,7.17,US,5411,POS,d5455,0
15272,2024-02-17T17:53:00,4845,421,50.61,IN,5942,POS,d890,0
15273,2024-02-17T17:57:00,569,490,61.21,SG,5999,ECOM,d4558,0
15274,2024-02-17T18:02:00,1009,330,3.08,DE,5411,POS,d7491,0
15275,2024-02-17T18:06:00,1798,1101,20.61,DE,5999,POS,d2090,0
15276,2024-02-17T18:13:00,4378,963,26.18,GB,5814,POS,d5114,0
15277,2024-02-17T18:17:00,5025,274,34.83,SG,5411,POS,d5400,0
15278,2024-02-17T18:24:00,3388,1031,40.71,GB,5732,POS,d543,0
15279,2024-02-17T18:32:00,770,351,44.96,DE,5942,POS,d3373,0
15280,2024-02-17T18:40:00,5642,3,31.21,IN,5411,ECOM,d2599,0
15281,2024-02-17T18:49:00,155,76,17.47,AE,5814,POS,d1545,0
15282,2024-02-17T18:56:00,2029,156,27.62,DE,5732,POS,d427,0
15283,2024-02-17T19:01:00,4810,47,29.19,DE,5411,POS,d650,0
15284,2024-02-17T19:03:00,541,199,47.9,IN,5411,ECOM,d115,0
15285,2024-02-17T19:04:00,5899,730,17.76,DE,5411,POS,d7721,0
15286,2024-02-17T19:05:00,4649,511,32.59,DE,5999,POS,d6366,0
15287,2024-02-17T19:05:00,902,494,25.92,SG,5732,ECOM,d115,0
15288,2024-02-17T19:06:00,3395,688,236.18,GB,5999,POS,d3063,0
15289,2024-02-17T19:14:00,3759,1125,47.2,IN,5814,POS,d1363,0
15290,2024-02-17T19:23:00,3831,380,72.63,IN,5942,ECOM,d3814,0
15291,2024-02-17T19:26:00,5706,739,11.4,AE,5942,POS,d5264,0
15292,2024-02-17T19:29:00,362,457,23.11,GB,5411,POS,d7732,0
15293,2024-02-17T19:29:00,2225,1054,11.31,US,5411,POS,d6593,0
15294,2024-02-17T19:38:00,4727,930,25.65,GB,5411,ECOM,d4155,0
15295,2024-02-17T19:47:00,1749,352,73.94,SG,5411,POS,d4675,0
15296,2024-02-17T19:49:00,4320,703,42.96,DE,5999,POS,d5349,0
15297,2024-02-17T19:53:00,4646,193,32.54,IN,5999,POS,d2274,0
15298,2024-02-17T19:56:00,1681,84,50.34,AE,5411,ECOM,d6871,0
15299,2024-02-17T19:58:00,3260,244,100.18,IN,5732,ECOM,d6056,0
15300,2024-02-17T20:00:00,1196,777,30.36,DE,5942,ATM,d7990,0
15301,2024-02-17T20:05:00,1563,146,24.96,IN,5732,POS,d7806,0
15302,2024-02-17T20:06:00,3527,1130,53.72,DE,5732,POS,d3878,0
15303,2024-02-17T20:12:00,5675,433,29.96,SG,5411,POS,d3508,0
15304,2024-02-17T20:15:00,2524,992,11.78,SG,4789,ECOM,d3042,0
15305,2024-02-17T20:19:00,1423,137,72.73,US,5999,POS,d6569,0
15306,2024-02-17T20:28:00,1713,718,38.85,DE,5999,POS,d2370,0
15307,2024-02-17T20:35:00,4349,165,19.14,SG,5732,POS,d4404,0
15308,2024-02-17T20:35:00,5853,1001,12.06,DE,5942,ECOM,d3618,0
15309,2024-02-17T20:36:00,4426,1023,38.92,IN,5411,ECOM,d3390,0
15310,2024-02-17T20:39:00,3700,979,19.16,DE,5814,POS,d2387,0
15311,2024-02-17T20:45:00,3256,624,13.2,IN,5732,POS,d4407,0
15312,2024-02-17T20:48:00,5361,148,15.3,IN,5999,POS,d1985,0
15313,2024-02-17T20:56:00,783,141,148.59,DE,5814,POS,d5083,0
15314,2024-02-17T20:58:00,1293,64,41.26,US,5814,POS,d274,0
15315,2024-02-17T21:00:00,4603,468,27.86,GB,5814,POS,d5126,0
15316,2024-02-17T21:03:00,4993,897,59.63,AE,5999,POS,d3907,0
15317,2024-02-17T21:06:00,2819,269,27.07,US,5999,POS,d563,0
15318,2024-02-17T21:08:00,2579,324,39.29,DE,5814,ECOM,d1958,0
15319,2024-02-17T21:08:00,2418,1155,11.71,AE,5942,ECOM,d4206,0
15320,2024-02-17T21:14:00,2799,430,20.16,US,5411,POS,d2329,0
15321,2024-02-17T21:15:00,444,886,35.78,AE,5814,ECOM,d2769,0
